python-sphinx 3.5.1-1
python-sphinx-alabaster-theme 0.7.12-6
python-sphinxcontrib-applehelp 1.0.2-5
python-sphinxcontrib-devhelp 1.0.2-5
python-sphinxcontrib-htmlhelp 1.0.3-5
python-sphinxcontrib-jsmath 1.0.1-8
python-sphinxcontrib-qthelp 1.0.3-5
python-sphinxcontrib-serializinghtml 1.1.4-5
python-tensorflow 2.4.1-3
python-tensorflow-estimator 2.3.0-4
python-termcolor 1.1.0-10
python-texttable 1.6.3-3
python-toml 0.10.2-3
python-uritemplate 3.0.1-3
python-urllib3 1.26.3-1
python-webencodings 0.5.1-6
python-websocket-client 0.57.0-3
python-wrapt 1.12.1-4
python-xlib 0.29-1
python-xmltodict 0.12.0-6
python-yaml 5.3.1-4
python-zipp 3.4.0-3
python2 2.7.18-2
python2-cairo 1.18.2-4
python2-pexpect 4.8.0-3
python2-ptyprocess 0.7.0-1
qpdf 10.1.0-1
qt5-base 5.15.2-5
qt5-declarative 5.15.2-1
qt5-graphicaleffects 5.15.2-1
qt5-location 5.15.2-2
qt5-multimedia 5.15.2-1
qt5-quickcontrols 5.15.2-1
qt5-quickcontrols2 5.15.2-1
qt5-sensors 5.15.2-1
qt5-speech 5.15.2-1
qt5-svg 5.15.2-1
qt5-wayland 5.15.2-1
qt5-webchannel 5.15.2-1
qt5-webengine 5.15.2-5
qt5-webkit 5.212.0alpha4-9
qt5-x11extras 5.15.2-1
qtkeychain-qt5 0.12.0-1
ranger 1.9.3-3
rapidjson 1.1.0-5
rav1e 0.4.0-1
rdesktop 1.9.0-2
re2 1:20210202-1
readline 8.1.0-2
recode 3.7.8-1
remmina 1:1.4.11-1
remmina-plugin-rdesktop 1.3.0.0-1
rest 0.8.1-3
rhash 1.4.1-1
ripgrep 12.1.1-1
rtmpdump 1:2.4.r96.fa8646d-6
rttr 0.9.6-3
rubberband 1.9-1
ruby 2.7.2-1
ruby-diff-lcs 1.4.4-1
ruby-irb 1.3.0-1
ruby-manpages 0.6.1-3
ruby-optimist 3.0.1-1
ruby-paint 2.2.1-1
ruby-rainbow 3.0.0-5
ruby-rdoc 6.3.0-1
ruby-reline 0.2.2-1
ruby-rspec 3.8.0-3
ruby-rspec-core 3.8.0-3
ruby-rspec-expectations 3.8.1-3
ruby-rspec-mocks 3.8.0-3
ruby-rspec-support 3.8.0-3
ruby-term-ansicolor 1.7.1-1
ruby-tins 1.26.0-1
rubygems 3.2.7-1
run-parts 4.8.6.1-2
runc 1.0.0rc93-1
rxvt-unicode 9.22-10
rxvt-unicode-terminfo 9.22-10
sc 7.16-8
scim 1.4.18-3
screenkey 1.4-1
scrot 1.5-1
sdl2 2.0.14-1
sed 4.8-1
selenium-server-standalone 3.141.59-1
semver 7.3.4-1
serf 1.3.9-5
shaderc 2020.3-1
shadow 4.8.1-4
shared-mime-info 2.0+57+gc1d1c70-1
signon-kwallet-extension 20.12.2-1
signon-plugin-oauth2 0.25-1
signon-ui 0.17+20171022-2
signond 8.60-3
slang 2.3.2-2
slop 7.5-4
smbclient 4.13.4-1
snappy 1.1.8-2
solid 5.79.0-1
sonnet 5.79.0-1
sound-theme-freedesktop 0.8-4
speedtest-cli 2.1.2-3
speex 1.2.0-3
speexdsp 1.2.0-2
spirv-tools 2020.4-1
sqlite 3.34.1-1
srt 1.4.2-1
startup-notification 0.12-7
stfl 0.24-5
subversion 1.14.0-4
sudo 1.9.5.p2-1
suitesparse 5.8.1-1
sxiv 26-1
sysfsutils 2.1.0-11
systemd 247.3-1
systemd-libs 247.3-1
systemd-sysvcompat 247.3-1
taglib 1.12-1
talloc 2.3.2-1
tar 1.34-1
tbb 2020.3-1
tcl 8.6.11-1
tdb 1.4.3-4
tensorflow 2.4.1-3
terminus-font 4.49.1-1
termite 15-3
termite-terminfo 15-3
tevent 1:0.10.2-3
texinfo 6.7-3
the_silver_searcher 2.2.0-2
thin-provisioning-tools 0.9.0-1
tinyxml 2.6.2-7
tmux 3.1_c-1
tracker3 3.0.3-1
tree 1.8.0-2
tslib 1.22-1
ttf-inconsolata 1:3.000-2
ttf-liberation 2.1.2-1
ttf-linux-libertine 5.3.0-6
tzdata 2021a-1
uchardet 0.0.7-1
udiskie 2.3.2-1
udisks2 2.9.2-1
ueberzug 18.1.9-2
unibilium 2.1.0-2
universal-ctags-git 5.9.20201011.0.r12.g01b9fc86-1
unixodbc 2.3.9-1
unzip 6.0-14
upower 0.99.11-3
usbmuxd 1.1.1-1
usbutils 013-1
util-linux 2.36.2-1
util-linux-libs 2.36.2-1
v4l-utils 1.20.0-1
vala 0.50.3-1
vamp-plugin-sdk 2.10.0-1
vid.stab 1.1-3
vim 8.2.2489-1
vim-runtime 8.2.2489-1
vlc 3.0.12-1
vmaf 1.5.3-1
volume_key 0.3.12-5
vsqlite++ 0.3.13-7
vte-common 0.62.3-1
vte3 0.62.3-1
vulkan-icd-loader 1.2.169-1
wayland 1.19.0-1
wayland-protocols 1.20-1
webkit2gtk 2.30.5-1
weechat 3.0-2
wget 1.21.1-1
which 2.21-5
wmctrl 1.07-6
woff2 1.0.2-3
wpa_supplicant 2:2.9-8
wpebackend-fdo 1.8.0-1
wxgtk-common 3.0.5.1-2
wxgtk3 3.0.5.1-2
x264 3:0.160.r3011.cde9a93-1
x265 3.4-1
xapian-core 1:1.4.18-1
xbitmaps 1.1.2-2
xcb-proto 1.14.1-3
xcb-util 0.4.0-3
xcb-util-cursor 0.1.3-3
xcb-util-image 0.4.0-3
xcb-util-keysyms 0.4.0-3
xcb-util-renderutil 0.3.9-3
xcb-util-wm 0.4.1-3
xcb-util-xrm 1.3-2
xclip 0.13-3
xdebug 3.0.2-2
xdg-dbus-proxy 0.1.2-2
xdg-utils 1.1.3+19+g9816ebb-1
xdotool 3.20160805.1-3
xf86-input-libinput 0.30.0-1
xf86-video-intel 1:2.99.917+916+g31486f40-1
xfsprogs 5.10.0-2
xkeyboard-config 2.31-1
xorg-appres 1.0.5-2
xorg-fonts-encodings 1.0.5-2
xorg-server 1.20.10-3
xorg-server-common 1.20.10-3
xorg-server-xephyr 1.20.10-3
xorg-setxkbmap 1.3.2-2
xorg-xauth 1.1-2
xorg-xdpyinfo 1.3.2-4
xorg-xev 1.2.4-1
xorg-xfontsel 1.0.6-3
xorg-xinit 1.4.1-3
xorg-xkbcomp 1.4.4-1
xorg-xmodmap 1.0.10-2
xorg-xprop 1.2.5-1
xorg-xrandr 1.5.1-2
xorg-xrdb 1.2.0-2
xorg-xset 1.2.4-2
xorg-xwd 1.0.7-2
xorgproto 2020.1-1
xscreensaver 5.44-3
xterm 366-1
xvidcore 1.3.7-2
xwinwrap-git r5.ec32e9b-1
xz 5.2.5-1
yajl 2.1.0-4
yaml-cpp 0.6.3-2
yarn 1.22.10-1
yay 10.1.2-2
yelp-tools 3.38.0-1
yelp-xsl 3.38.3-1
yq 2.12.0-2
zathura 0.4.7-1
zathura-pdf-mupdf 0.3.6-4
zathura-ps 0.2.6-2
zeromq 4.3.3-2
zita-alsa-pcmi 0.3.2-3
zita-resampler 1.8.0-1
zlib 1:1.2.11-4
zsh 5.8-1
zstd 1.4.8-1
